"Gene.stable.ID","Gene.name"
"ENSMUSG00000094931","Vmn1r160"
"ENSMUSG00000081046","Gm12846"
"ENSMUSG00000028644","Ermap"
"ENSMUSG00000109514","Gm19900"
"ENSMUSG00000102023","Gm8708"
"ENSMUSG00000109072","Gm18469"
"ENSMUSG00000109345","Gm4574"
"ENSMUSG00000058921","Slc10a5"
"ENSMUSG00000035642","Aamdc"
"ENSMUSG00000105869","Gm9408"
"ENSMUSG00000077279","Gm22777"
"ENSMUSG00000106363","Gm43402"
"ENSMUSG00000114363","Gm48174"
"ENSMUSG00000027855","Sycp1"
"ENSMUSG00000114968","A630019I02Rik"
"ENSMUSG00000039824","Myl6b"
"ENSMUSG00000114411","Gm48176"
"ENSMUSG00000056222","Spock1"
"ENSMUSG00000085314","Gm14866"
"ENSMUSG00000065147","Snora31"
"ENSMUSG00000067995","Gtf2f2"
"ENSMUSG00000020140","Lgr5"
"ENSMUSG00002075322","Gm55450"
"ENSMUSG00000000881","Dlg3"
"ENSMUSG00000046523","Kctd4"
"ENSMUSG00000024983","Vti1a"
"ENSMUSG00000065799","Gm25517"
"ENSMUSG00000022008","Gpalpp1"
"ENSMUSG00000103225","Gm37731"
"ENSMUSG00000073528","Gm10530"
"ENSMUSG00000103719","Gm38039"
"ENSMUSG00000088145","Gm24719"
"ENSMUSG00000090394","4930523C07Rik"
"ENSMUSG00000031666","Rbl2"
"ENSMUSG00000022009","Nufip1"
"ENSMUSG00000032126","Hmbs"
"ENSMUSG00000064294","Aox3"
"ENSMUSG00000042167","Tent2"
"ENSMUSG00000095427","Rps2-ps6"
"ENSMUSG00000021815","Mss51"
"ENSMUSG00000092297","Vmn1r258"
"ENSMUSG00000094532","Vmn1r259"
"ENSMUSG00000094934","Vmn1r163"
"ENSMUSG00000099746","Ppnr"
"ENSMUSG00000117833","Gm50135"
"ENSMUSG00000096601","Vmn1r260"
"ENSMUSG00000117827","D730002M21Rik"
"ENSMUSG00000094684","Gm16456"
"ENSMUSG00000117779","Gm19209"
"ENSMUSG00000109098","Gm18062"
"ENSMUSG00000095683","Gm10662"
"ENSMUSG00000024843","Chka"
"ENSMUSG00000109085","Gm18470"
"ENSMUSG00000109535","Gm8728"
"ENSMUSG00000095358","Vmn1r165"
"ENSMUSG00000021910","Nisch"
"ENSMUSG00000092462","Vmn1r-ps83"
"ENSMUSG00000096073","Vmn1r166"
"ENSMUSG00000109024","Gm18063"
"ENSMUSG00000094682","Gm6902"
"ENSMUSG00002074914","Gm55651"
"ENSMUSG00000109425","Gm18471"
"ENSMUSG00000038011","Dnah10"
"ENSMUSG00000035623","Rsf1"
"ENSMUSG00000038085","Cnbd2"
"ENSMUSG00000092210","A930009A15Rik"
"ENSMUSG00000112099","Gm8960"
"ENSMUSG00000034127","Tspan8"
"ENSMUSG00000118569","Gm18236"
"ENSMUSG00000038084","Opa1"
"ENSMUSG00000105672","Gm42816"
"ENSMUSG00000106545","Gm33952"
"ENSMUSG00000105938","Gm33866"
"ENSMUSG00000027797","Dclk1"
"ENSMUSG00000108405","Ywhaq-ps1"
"ENSMUSG00000087166","L1td1"
"ENSMUSG00000108442","Rpl15-ps5"
"ENSMUSG00000045693","Nlrp4e"
"ENSMUSG00000109325","Krt8-ps"
"ENSMUSG00000028643","Svbp"
"ENSMUSG00000055320","Tead1"
"ENSMUSG00000098092","Gm2076"
"ENSMUSG00000004568","Arhgef18"
"ENSMUSG00000025366","Esyt1"
"ENSMUSG00000113789","Gm47322"
"ENSMUSG00000021311","Mtr"
"ENSMUSG00000046897","Zfp740"
"ENSMUSG00002076828","Gm56058"
"ENSMUSG00000082455","Gm13665"
"ENSMUSG00000083569","Gm13666"
"ENSMUSG00000085546","Gm14252"
"ENSMUSG00000083976","Gm13664"
"ENSMUSG00000082321","Gm14253"
"ENSMUSG00000087323","Gm14170"
"ENSMUSG00002076826","Gm56059"
"ENSMUSG00000084017","Rpl21-ps9"
"ENSMUSG00000068859","Sp9"
"ENSMUSG00000089275","Gm24548"
"ENSMUSG00000026618","Iars2"
"ENSMUSG00000035407","Kank4"
"ENSMUSG00000037369","Kdm6a"
"ENSMUSG00000061272","Gm14173"
"ENSMUSG00002075083","Gm56061"
"ENSMUSG00000041777","Cir1"
"ENSMUSG00000117912","Gm50383"
"ENSMUSG00000001750","Tcirg1"
"ENSMUSG00000073794","I0C0044D17Rik"
"ENSMUSG00000084188","Gm12851"
"ENSMUSG00000078584","AU022252"
"ENSMUSG00000105583","Gm43777"
"ENSMUSG00000037979","Ccdc92"
"ENSMUSG00000079215","Zfp664"
"ENSMUSG00000001281","Itgb7"
"ENSMUSG00000113036","Gm47021"
"ENSMUSG00000028642","Tmem269"
"ENSMUSG00000060176","Kif27"
"ENSMUSG00000008226","Scrn3"
"ENSMUSG00000032127","Vps11"
"ENSMUSG00000085626","Gm12898"
"ENSMUSG00000028560","Usp1"
"ENSMUSG00000037962","Rflna"
"ENSMUSG00000001288","Rarg"
"ENSMUSG00000033209","Ttc28"
"ENSMUSG00000037683","Armc3"
"ENSMUSG00000065581","Mir194-1"
"ENSMUSG00000065562","Mir215"
"ENSMUSG00000102526","Gm37785"
"ENSMUSG00000026725","Tnn"
"ENSMUSG00000098258","Mir6369"
"ENSMUSG00002076369","Gm55358"
"ENSMUSG00000021550","Qng1"
"ENSMUSG00000052374","Actn2"
"ENSMUSG00000028753","Vwa5b1"
"ENSMUSG00000069633","Pex11g"
"ENSMUSG00002075510","Gm55507"
"ENSMUSG00000060467","Gm10080"
"ENSMUSG00000099292","Mir6916"
"ENSMUSG00000025237","Parp6"
"ENSMUSG00000100548","Gm29585"
"ENSMUSG00000039810","Zc3h10"
"ENSMUSG00000091019","Gm7502"
"ENSMUSG00000117428","Gm4833"
"ENSMUSG00000105112","Gm42778"
"ENSMUSG00000117385","Gm20147"
"ENSMUSG00000117484","Gm5500"
"ENSMUSG00000076163","Mir701"
"ENSMUSG00000117424","Gm35232"
"ENSMUSG00000083771","Gm15988"
"ENSMUSG00000092097","Gm5819"
"ENSMUSG00002076391","Gm55178"
"ENSMUSG00000105890","Gm42780"
"ENSMUSG00000103172","Gm37148"
"ENSMUSG00000117549","Gm7523"
"ENSMUSG00000117483","Gm18526"
"ENSMUSG00000106153","Gm43677"
"ENSMUSG00000036904","Fzd8"
"ENSMUSG00000105027","Gm43676"
"ENSMUSG00002076336","Gm55669"
"ENSMUSG00000106374","Gm27680"
"ENSMUSG00000036855","Gjd4"
"ENSMUSG00002075664","Gm55670"
"ENSMUSG00000034021","Pds5b"
"ENSMUSG00000093674","Rpl41"
"ENSMUSG00000117644","Gm50053"
"ENSMUSG00000024286","Ccny"
"ENSMUSG00000108955","Gm44775"
"ENSMUSG00000031553","Adam3"
"ENSMUSG00000033088","Triobp"
"ENSMUSG00000059734","Ndufs8"
"ENSMUSG00000023094","Msrb2"
"ENSMUSG00000038242","Aox4"
"ENSMUSG00002074957","Gm55916"
"ENSMUSG00000028641","P3h1"
"ENSMUSG00000079177","Fam228a"
"ENSMUSG00000094185","Gm5445"
"ENSMUSG00000087103","Gm13344"
"ENSMUSG00000007617","Homer1"
"ENSMUSG00000085388","Ptf1aos"
"ENSMUSG00000026735","Ptf1a"
"ENSMUSG00000112850","Gm9176"
"ENSMUSG00000025364","Pa2g4"
"ENSMUSG00000060227","Golm2"
"ENSMUSG00000117448","Gm50055"
"ENSMUSG00000117503","Gm7527"
"ENSMUSG00000117435","Gm7532"
"ENSMUSG00000117349","Gm7274"
"ENSMUSG00000117641","Gm46641"
"ENSMUSG00002076359","Gm55184"
"ENSMUSG00000050996","Cetn1"
"ENSMUSG00000117402","Gm4834"
"ENSMUSG00000036103","Colec12"
"ENSMUSG00000050545","Fam228b"
"ENSMUSG00000119205","n-R5s5"
"ENSMUSG00000081271","Gm14883"
"ENSMUSG00000037358","Dipk2b"
"ENSMUSG00000117390","Gm50080"
"ENSMUSG00000117597","Gm50078"
"ENSMUSG00000091285","Gm17430"
"ENSMUSG00000098235","Gm7497"
"ENSMUSG00000024885","Aldh3b1"
"ENSMUSG00000089054","Gm23350"
"ENSMUSG00000117619","Gm50079"
"ENSMUSG00002076222","Gm55185"
"ENSMUSG00000117453","Gm2424"
"ENSMUSG00000092039","Gm5501"
"ENSMUSG00000024287","Thoc1"
"ENSMUSG00000077277","Gm22783"
"ENSMUSG00000082680","Gm14885"
"ENSMUSG00000089302","Gm26208"
"ENSMUSG00000110225","Gm45528"
"ENSMUSG00000068149","Tex13c3"
"ENSMUSG00000040340","Saxo5"
"ENSMUSG00000084327","Gm14531"
"ENSMUSG00000119214","Gm23678"
"ENSMUSG00000081735","Gm14530"
"ENSMUSG00000084186","Rpl36-ps10"
"ENSMUSG00000080998","Gm5384"
"ENSMUSG00000037347","Chst7"
"ENSMUSG00000009670","Tex11"
"ENSMUSG00002076354","Gm55735"
"ENSMUSG00000087939","Gm23676"
"ENSMUSG00000018166","Erbb3"
"ENSMUSG00000119679","Gm22003"
"ENSMUSG00000020639","Pfn4"
"ENSMUSG00000089822","Gm15759"
"ENSMUSG00000026617","Bpnt1"
"ENSMUSG00000118129","Gm50327"
"ENSMUSG00000031667","Aktip"
"ENSMUSG00000037263","Aldh3b3"
"ENSMUSG00000118546","Gm20348"
"ENSMUSG00000037361","Sf3b6"
"ENSMUSG00000091898","Tnnc1"
"ENSMUSG00000075296","Aldh3b2"
"ENSMUSG00000020635","Fkbp1b"
"ENSMUSG00000024866","Acy3"
"ENSMUSG00000022010","Tsc22d1"
"ENSMUSG00000051721","Wdcp"
"ENSMUSG00000058267","Mrps14"
"ENSMUSG00000037336","Mfsd2b"
"ENSMUSG00000098592","Mir6917"
"ENSMUSG00000111936","Gm47540"
"ENSMUSG00000026734","4921504E06Rik"
"ENSMUSG00000112068","Gm9182"
"ENSMUSG00000025362","Rps26"
"ENSMUSG00000014226","Cacybp"
"ENSMUSG00000002578","Ikzf4"
"ENSMUSG00000116814","Gm49636"
"ENSMUSG00000047953","Gp5"
"ENSMUSG00000022533","Atp13a3"
"ENSMUSG00000037477","Tbx10"
"ENSMUSG00002076141","Gm56104"
"ENSMUSG00000084160","Gm13345"
"ENSMUSG00000042942","Greb1l"
"ENSMUSG00000074881","Mageb3"
"ENSMUSG00000080227","Gm13343"
"ENSMUSG00000043415","Otud1"
"ENSMUSG00000083893","Gm13347"
"ENSMUSG00000077342","Gm24670"
"ENSMUSG00002075867","Gm56106"
"ENSMUSG00000027253","Lrp4"
"ENSMUSG00000103006","4933417C20Rik"
"ENSMUSG00000079554","Aox2"
"ENSMUSG00000021904","Sema3g"
"ENSMUSG00000110949","Nudt8"
"ENSMUSG00000108002","Gm45063"
"ENSMUSG00000107731","Gm18326"
"ENSMUSG00000107632","Gm44070"
"ENSMUSG00002076183","Gm55439"
"ENSMUSG00000119487","Gm24709"
"ENSMUSG00000077682","Gm22493"
"ENSMUSG00000091625","Lsm5"
"ENSMUSG00000024869","Gm49405"
"ENSMUSG00000024871","Doc2g"
"ENSMUSG00000067389","Gm17080"
"ENSMUSG00000024248","Cox7a2l"
"ENSMUSG00000078280","Tas2r122"
"ENSMUSG00000071149","Tas2r115"
"ENSMUSG00000107669","Gm44137"
"ENSMUSG00000060412","Tas2r124"
"ENSMUSG00000107888","Gm44138"
"ENSMUSG00000109727","Gm45464"
"ENSMUSG00000056901","Tas2r102"
"ENSMUSG00000110189","Gm45665"
"ENSMUSG00000053217","Tas2r136"
"ENSMUSG00000109755","Gm8489"
"ENSMUSG00002076895","Gm55506"
"ENSMUSG00000033282","Rpgrip1l"
"ENSMUSG00000107592","Tas2r145-ps3"
"ENSMUSG00000029787","Avl9"
"ENSMUSG00000079471","Mymx"
"ENSMUSG00000021816","Ppp3cb"
"ENSMUSG00000045053","Kcng3"
"ENSMUSG00000037916","Ndufv1"
"ENSMUSG00000037341","Slc9a7"
"ENSMUSG00000103839","Gm37607"
"ENSMUSG00000020634","Ubxn2a"
"ENSMUSG00000026147","Col9a1"
"ENSMUSG00000055817","Mta3"
"ENSMUSG00000032411","Tfdp2"
"ENSMUSG00002076860","Gm55995"
"ENSMUSG00000098132","Rassf10"
"ENSMUSG00000110109","Gm5599"
"ENSMUSG00002075356","Gm55996"
"ENSMUSG00000049858","Suox"
"ENSMUSG00000030774","Pak1"
"ENSMUSG00002076202","Gm55201"
"ENSMUSG00000089541","Gm25834"
"ENSMUSG00000058349","Tas2r117"
"ENSMUSG00000045094","Arhgef37"
"ENSMUSG00000108250","Tas2r111-ps2"
"ENSMUSG00000107683","Gm44139"
"ENSMUSG00000057381","Tas2r123"
"ENSMUSG00000030194","Tas2r116"
"ENSMUSG00000107980","Gm44142"
"ENSMUSG00000062952","Tas2r110"
"ENSMUSG00000000711","Rab5b"
"ENSMUSG00000056926","Tas2r113"
"ENSMUSG00000059486","Kbtbd2"
"ENSMUSG00000066058","Cldn19"
"ENSMUSG00000025358","Cdk2"
"ENSMUSG00000081834","Gm13770"
"ENSMUSG00000041762","Gpr155"
"ENSMUSG00000107594","Tas2r142-ps5"
"ENSMUSG00000052812","Atad2b"
"ENSMUSG00000108080","Gm10209"
"ENSMUSG00000059410","Tas2r125"
"ENSMUSG00000108261","Tas2r146-ps1"
"ENSMUSG00000063762","Tas2r129"
"ENSMUSG00000057699","Tas2r131"
"ENSMUSG00000107466","Gm44425"
"ENSMUSG00000029781","Fkbp9"
"ENSMUSG00000109828","Gm45662"
"ENSMUSG00000109956","Gm45428"
"ENSMUSG00000031554","Adam5"
"ENSMUSG00000024576","Csnk1a1"
"ENSMUSG00000062528","Tas2r109"
"ENSMUSG00000028639","Ybx1"
"ENSMUSG00000107544","Gm44426"
"ENSMUSG00000107808","Gm18689"
"ENSMUSG00000107746","Gm18690"
"ENSMUSG00000030196","Tas2r103"
"ENSMUSG00000071147","Tas2r140"
"ENSMUSG00000107694","Gm8921"
"ENSMUSG00000072704","Smim10l1"
"ENSMUSG00000116960","Gm49679"
"ENSMUSG00000022537","Tmem44"
"ENSMUSG00000084717","Gm24630"
"ENSMUSG00000077592","Gm26013"
"ENSMUSG00000107048","Gm43807"
"ENSMUSG00000107047","Gm43298"
"ENSMUSG00000050017","Pitpnb"
"ENSMUSG00000107838","Gm45769"
"ENSMUSG00000108115","Gm7039"
"ENSMUSG00002074979","Gm55446"
"ENSMUSG00002075805","Gm55447"
"ENSMUSG00000055594","5530400C23Rik"
"ENSMUSG00000083033","Gm9083"
"ENSMUSG00000087780","Gm23167"
"ENSMUSG00000081475","Gm14558"
"ENSMUSG00000112723","Gm9110"
"ENSMUSG00000031089","Slc6a14"
"ENSMUSG00000020627","Klhl29"
"ENSMUSG00000107625","Gm34149"
"ENSMUSG00000107527","Gm44239"
"ENSMUSG00000108023","Gm44245"
"ENSMUSG00000107765","Gm34224"
"ENSMUSG00000107565","Gm34314"
"ENSMUSG00000107635","Gm44247"
"ENSMUSG00000108241","Gm44252"
"ENSMUSG00000114169","Gm47075"
"ENSMUSG00000107950","Gm6375"
"ENSMUSG00000113076","Gm47088"
"ENSMUSG00000114019","Gm47155"
"ENSMUSG00002075196","Gm55449"
"ENSMUSG00000113514","Gm18960"
"ENSMUSG00000064293","Cntn4"
"ENSMUSG00000021690","Jmy"
"ENSMUSG00000060803","Gstp1"
"ENSMUSG00000099180","Mir6956"
"ENSMUSG00000116262","Gm49544"
"ENSMUSG00000096210","H1f0"
"ENSMUSG00000006378","Gcat"
"ENSMUSG00000039795","Zfand1"
"ENSMUSG00000058488","Kl"
"ENSMUSG00000025359","Pmel"
"ENSMUSG00000038943","Prc1"
"ENSMUSG00002075810","Gm55499"
"ENSMUSG00000101818","Gm28269"
"ENSMUSG00000101776","Gm28268"
"ENSMUSG00000065074","Gm24535"
"ENSMUSG00000112020","Gm48532"
"ENSMUSG00000082175","Gm14563"
"ENSMUSG00000097977","Gm5652"
"ENSMUSG00000083030","Gm14561"
"ENSMUSG00000118511","Gm53006"
"ENSMUSG00000081064","Gm6071"
"ENSMUSG00000064685","Gm25812"
"ENSMUSG00000085073","Gm14562"
"ENSMUSG00000083290","Gm15030"
"ENSMUSG00000112559","Gm48599"
"ENSMUSG00000064659","Gm26131"
"ENSMUSG00002075154","Gm55237"
"ENSMUSG00000111898","Gm48608"
"ENSMUSG00000036782","Klhl13"
"ENSMUSG00000112591","Gm4927"
"ENSMUSG00000111967","Gm3678"
"ENSMUSG00000112454","Gm48619"
"ENSMUSG00000104559","Gm43118"
"ENSMUSG00000111975","Gm46311"
"ENSMUSG00000106963","Gm8675"
"ENSMUSG00000112754","Gm9139"
"ENSMUSG00000070576","Mn1"
"ENSMUSG00000037669","Ldah"
"ENSMUSG00000113237","Gm6109"
"ENSMUSG00000113247","Gm30155"
"ENSMUSG00000074768","Bhmt"
"ENSMUSG00000106560","Gm43119"
"ENSMUSG00000104833","Gm42489"
"ENSMUSG00000096949","Gm26897"
"ENSMUSG00002074930","Gm55678"
"ENSMUSG00000102819","Gm37817"
"ENSMUSG00002076466","Gm55679"
"ENSMUSG00002075414","Gm55680"
"ENSMUSG00000060288","Ppih"
"ENSMUSG00000116378","Gcat"
"ENSMUSG00000016128","Stard13"
"ENSMUSG00000038155","Gstp2"
"ENSMUSG00000114755","Galr3"
"ENSMUSG00000025357","Dgka"
"ENSMUSG00000064586","Gm25132"
"ENSMUSG00000105302","Gm19817"
"ENSMUSG00000105627","Gm43548"
"ENSMUSG00000033055","Ankrd54"
"ENSMUSG00000027536","Chmp4c"
"ENSMUSG00000085834","Gm15622"
"ENSMUSG00000050244","Heatr1"
"ENSMUSG00000106334","Gm43549"
"ENSMUSG00000028161","Ppp3ca"
"ENSMUSG00000058216","Gstp3"
"ENSMUSG00000104921","Snord3b-ps1"
"ENSMUSG00000064400","Snord3b-ps1"
"ENSMUSG00000024857","Cabp2"
"ENSMUSG00000115887","Gm49471"
"ENSMUSG00000022538","Lsg1"
"ENSMUSG00000033047","Eif3l"
"ENSMUSG00000064030","Pym1"
"ENSMUSG00000000673","Haao"
"ENSMUSG00000080862","Gm14523"
"ENSMUSG00000082155","Gm7164"
"ENSMUSG00000036769","Wdr44"
"ENSMUSG00000112429","Gm47093"
"ENSMUSG00000028864","Hgf"
"ENSMUSG00000025355","Mmp19"
"ENSMUSG00000092974","Gm25072"
"ENSMUSG00000033039","Micall1"
"ENSMUSG00002076076","Gm55753"
"ENSMUSG00000103015","Gm37549"
"ENSMUSG00000045817","Zfp36l2"
"ENSMUSG00000024251","Thada"
"ENSMUSG00000106596","Gm42822"
"ENSMUSG00000105545","4930599N24Rik"
"ENSMUSG00002076866","Gm55387"
"ENSMUSG00000105327","Gm9409"
"ENSMUSG00000119741","Gm26107"
"ENSMUSG00000027534","Snx16"
"ENSMUSG00000021902","Phf7"
"ENSMUSG00000047090","Tmem198b"
"ENSMUSG00000024856","Cdk2ap2"
"ENSMUSG00000112441","Gm48898"
"ENSMUSG00000113931","Gm5928"
"ENSMUSG00000042118","Bhmt2"
"ENSMUSG00000025354","Dnajc14"
"ENSMUSG00000037660","Gdf7"
"ENSMUSG00000020605","Hs1bp3"
"ENSMUSG00000051223","Bzw1"
"ENSMUSG00000046546","Fam43a"
"ENSMUSG00000119500","Gm26295"
"ENSMUSG00000116546","Gm49755"
"ENSMUSG00000088782","Gm25375"
"ENSMUSG00000024851","Pitpnm1"
"ENSMUSG00000047434","Xxylt1"
"ENSMUSG00000042102","Dmgdh"
"ENSMUSG00000104451","Gm37831"
"ENSMUSG00000104185","Gm18692"
"ENSMUSG00000033029","1700088E04Rik"
"ENSMUSG00000102470","Gm37244"
"ENSMUSG00000087858","Gm22795"
"ENSMUSG00000103323","Gm21631"
"ENSMUSG00000087605","Gm15742"
"ENSMUSG00000081537","Gm37832"
"ENSMUSG00000049076","Acap2"
"ENSMUSG00002076512","Gm55390"
"ENSMUSG00000098085","Gm8919"
"ENSMUSG00000112452","Gm48075"
"ENSMUSG00000104015","Gm10745"
"ENSMUSG00000112664","Gm48076"
"ENSMUSG00000054364","Rhob"
"ENSMUSG00000020600","Slc7a15"
"ENSMUSG00000103339","Gm37996"
"ENSMUSG00000083475","Gm9440"
"ENSMUSG00000104177","Gm2429"
"ENSMUSG00000084063","Gm5934"
"ENSMUSG00000103950","Gm8939"
"ENSMUSG00000103735","Gm38317"
"ENSMUSG00000102815","Gm37813"
"ENSMUSG00000104065","Gm37197"
"ENSMUSG00000048938","Nr1h5"
"ENSMUSG00000081218","Gm4297"
"ENSMUSG00000033411","Ctdspl2"
"ENSMUSG00000066637","Ttc32"
"ENSMUSG00002075845","Gm55510"
"ENSMUSG00002076041","Gm55511"
"ENSMUSG00000023951","Vegfa"
"ENSMUSG00000093923","Gm5935"
"ENSMUSG00000015202","Cnksr3"
"ENSMUSG00000085202","Gm15620"
"ENSMUSG00000055932","Fto"
"ENSMUSG00000113647","Gm47210"
"ENSMUSG00000060647","Gm7099"
"ENSMUSG00000042082","Arsb"
"ENSMUSG00000111989","Gm18696"
"ENSMUSG00000114000","Gm48762"
"ENSMUSG00000112496","Gm48764"
"ENSMUSG00000048387","Osr1"
"ENSMUSG00002075744","Gm55514"
"ENSMUSG00000082188","Gm2768"
"ENSMUSG00000096620","Gm5169"
"ENSMUSG00000077259","Gm23979"
"ENSMUSG00000112043","Gm48774"
"ENSMUSG00000088337","Gm22845"
"ENSMUSG00000111942","Gm5182"
"ENSMUSG00000111925","Gm48791"
"ENSMUSG00000112783","Gm48792"
"ENSMUSG00000111917","Gm48793"
"ENSMUSG00000112377","Gm48794"
"ENSMUSG00000073267","Gm1993"
"ENSMUSG00000020622","Nt5c1b"
"ENSMUSG00000093480","Mir5624"
"ENSMUSG00002075601","Gm55380"
"ENSMUSG00000089486","Gm24737"
"ENSMUSG00000113791","Gm47216"
"ENSMUSG00000114174","Cycs-ps3"
"ENSMUSG00000045312","Lhfpl2"
"ENSMUSG00000026615","Eprs1"
"ENSMUSG00000080959","Gm2003"
"ENSMUSG00000028556","Dock7"
"ENSMUSG00000024847","Aip"
"ENSMUSG00002075493","Gm55517"
"ENSMUSG00000086959","E330010L02Rik"
"ENSMUSG00000078427","Sarnp"
"ENSMUSG00000079655","Gm5168"
"ENSMUSG00000022012","Enox1"
"ENSMUSG00000087319","Gm15907"
"ENSMUSG00000057554","Lgals8"
"ENSMUSG00000033020","Polr2f"
"ENSMUSG00000082639","Gm2012"
"ENSMUSG00002076972","Gm55518"
"ENSMUSG00000083628","Gm2030"
"ENSMUSG00000024845","Tmem134"
"ENSMUSG00000015721","Nlrp5"
"ENSMUSG00002075709","Gm55685"
"ENSMUSG00000107011","Gm42906"
"ENSMUSG00000033006","Sox10"
"ENSMUSG00000106339","Gm43489"
"ENSMUSG00000105660","Gm42975"
"ENSMUSG00000065708","Gm22826"
"ENSMUSG00000079685","Ulbp1"
"ENSMUSG00000059179","Gm8991"
"ENSMUSG00000027854","Sike1"
"ENSMUSG00000107154","Gm7041"
"ENSMUSG00000109903","Cdhr17"
"ENSMUSG00000024842","Cabp4"
"ENSMUSG00000080819","Gm2005"
"ENSMUSG00000095063","Slx"
"ENSMUSG00000099854","Cdhr17"
"ENSMUSG00000029192","Tbc1d14"
"ENSMUSG00000068206","Pick1"
"ENSMUSG00000054690","Emcn"
"ENSMUSG00002076659","Gm55519"
"ENSMUSG00000071788","Gm14525"
"ENSMUSG00000044724","Gpr152"
"ENSMUSG00000024835","Coro1b"
"ENSMUSG00000096907","Gm6113"
"ENSMUSG00000080725","Gm6121"
"ENSMUSG00000112474","Gm46209"
"ENSMUSG00000032758","Kap"
"ENSMUSG00000025353","Ormdl2"
"ENSMUSG00000110233","Gm45427"
"ENSMUSG00000110079","Gm45292"
"ENSMUSG00000109642","Gm45289"
"ENSMUSG00000109709","Gm45290"
"ENSMUSG00000107890","Gm43968"
"ENSMUSG00000110068","Gm45294"
"ENSMUSG00000107771","Gm8956"
"ENSMUSG00000110325","Gm45293"
"ENSMUSG00000110302","Gm45295"
"ENSMUSG00000029780","Nt5c3"
"ENSMUSG00000065636","Gm24254"
"ENSMUSG00000110380","Gm45332"
"ENSMUSG00000110134","Gm45334"
"ENSMUSG00000095651","Gm21817"
"ENSMUSG00000031737","Irx5"
"ENSMUSG00000107790","Or6c221-ps1"
"ENSMUSG00000094347","Or6c208"
"ENSMUSG00000111732","Or6c5b"
"ENSMUSG00000093984","Gm7365"
"ENSMUSG00000095696","Or6c1b"
"ENSMUSG00000095423","Gm7375"
"ENSMUSG00000095546","Gm10230"
"ENSMUSG00000110290","Gm45336"
"ENSMUSG00000031738","Irx6"
"ENSMUSG00000096497","Or6c5c"
"ENSMUSG00000116943","Gm18237"
"ENSMUSG00000047714","Ppp1r2"
"ENSMUSG00000049217","Or6c3"
"ENSMUSG00000103611","Gm37195"
"ENSMUSG00000100382","Gm28924"
"ENSMUSG00000032115","Hyou1"
"ENSMUSG00000111273","Or6c7"
"ENSMUSG00000117109","Gm19969"
"ENSMUSG00000023967","Mrps18a"
"ENSMUSG00000047712","Ust"
"ENSMUSG00000077582","Gm24374"
"ENSMUSG00000044025","Or6c75"
"ENSMUSG00000078967","Gapdh-ps16"
"ENSMUSG00000063556","Gm10132"
"ENSMUSG00000115244","Gm49002"
"ENSMUSG00000067973","Gm6994"
"ENSMUSG00000031740","Mmp2"
"ENSMUSG00000116121","Gm49486"
"ENSMUSG00000118510","Gm52958"
"ENSMUSG00002075560","Gm55538"
"ENSMUSG00000111215","Gm48654"
"ENSMUSG00000093817","Gm2101"
"ENSMUSG00000047626","Or6c2"
"ENSMUSG00000026614","Slc30a10"
"ENSMUSG00000045826","Ptprcap"
"ENSMUSG00000094496","Or6c66b"
"ENSMUSG00000032988","Slc16a8"
"ENSMUSG00000023966","Rsph9"
"ENSMUSG00002075302","Gm54968"
"ENSMUSG00000107615","Or6o1-ps1"
"ENSMUSG00002076975","Gm23823"
"ENSMUSG00000115363","Gm49003"
"ENSMUSG00000044293","Or6c88"
"ENSMUSG00000021901","Bap1"
"ENSMUSG00000095293","Gm10058"
"ENSMUSG00000024830","Rps6kb2"
"ENSMUSG00000027799","Nbea"
"ENSMUSG00000027236","Eif3j1"
"ENSMUSG00002076509","Gm55208"
"ENSMUSG00000107555","Or6ab1-ps1"
"ENSMUSG00000116297","Gm49546"
"ENSMUSG00002076168","Gm55828"
"ENSMUSG00000022548","Apod"
"ENSMUSG00000052012","Or10p1"
"ENSMUSG00000103799","Gm38093"
"ENSMUSG00000107400","Or6ac1-ps1"
"ENSMUSG00000102546","Gm9722"
"ENSMUSG00000095002","Or6c66"
"ENSMUSG00000039246","Lyplal1"
"ENSMUSG00000023055","Calcoco1"
"ENSMUSG00000021687","Scamp1"
"ENSMUSG00000034509","Mad2l1bp"
"ENSMUSG00000015305","Sash1"
"ENSMUSG00000023952","Gtpbp2"
"ENSMUSG00002076932","Gm56114"
"ENSMUSG00000033396","Spg11"
"ENSMUSG00000103056","Gm38268"
"ENSMUSG00000033192","Lpcat2"
"ENSMUSG00002076007","Gm55667"
"ENSMUSG00000103449","Gm37134"
"ENSMUSG00000102790","Gm37272"
"ENSMUSG00000102217","Gm37491"
"ENSMUSG00000115997","Gm49404"
"ENSMUSG00000108260","Gm3793"
"ENSMUSG00000046598","Bdh1"
"ENSMUSG00000071893","Vmn1r4"
"ENSMUSG00000048000","Gigyf2"
"ENSMUSG00000108021","Gm44049"
"ENSMUSG00000090346","Vmn1r5"
"ENSMUSG00000115701","Vmn1r6"
"ENSMUSG00000085534","Gm2117"
"ENSMUSG00000093696","Vmn1r7"
"ENSMUSG00000005364","Il5ra"
"ENSMUSG00000020621","Rdh14"
"ENSMUSG00000094624","Gm4836"
"ENSMUSG00000034235","Usp54"
"ENSMUSG00000112127","Gm48886"
"ENSMUSG00000112515","Gm4928"
